id,pType_id,amenities_id ,property_name ,property_slug,property_code,property_status,lowest_price,max_price,property_thumbnail,short_desc ,long_desc ,bedrooms,bathrooms ,garage ,foundation_size ,property_size,property_video ,address,city ,state ,postal_code ,neighborhood ,latitude,longitude,featured ,hot ,agent_id ,status 
85,تجاری,,,0,,,0,,GOPR1837.JPG,,,,,,,140,,خیابان شریعتی-نبش کوچه پارسا,,,,,300000000,20000000,,,1,
86,تجاری,,,0,,,0,,GOPR1836.JPG,,,,,,,50,,خیابان شریعتی-نبش کوچه پارسا,,,,,50000000,6000000,,,1,
87,ویلایی,,,168,,,2380000000,,GOPR1846.JPG,,,2,,,,180,,خیابان شهدا-کوچه حکیم صناعی-کوچه میثاق-پلاک39,,,,,0,0,,,1,
88,ویلایی,,,160,,آستانه,4500000000,,GOPR1842.JPG,,,3,,,,210,, خیابان سعدی-کوی هاشم زاده-پلاک12,,,,,0,0,,,1,
89,ویلایی,,,82,,6دانگ,2525320000,,GOPR1898.JPG,,,2,,,,125,,خیابان 15 خرداد شمالی-کوی رحیمی-پلاک17,,,,,0,0,,,1,
90,باغ,,,0,,مشاع,4200000000,,GOPR1884.JPG,,,2,,,,1000,,بلوارخرمشهر-بعد از پمپ بنزین-کانال خاکی,,,,,0,0,,,1,
91,باغ,,,90,,مشاع,5300000000,,GOPR1874.JPG,,,,,,,1400,,گلدشت-خیابان منتظری-ماهان29-خیابان بهاران,,,,,0,0,,,1,
92,باغ,,,0,,مشاع,3533200000,,GOPR1906.JPG,,,1,,,,720,,ویلاشهر-بلوار معلم-خیابان وحدت,,,,,0,0,,,1,
93,ویلایی,,,113,,6دانگ,2851000000,,GOPR1920.JPG,,,2,,,,237,,خیابان دانش-کوی توکلی-پلاک13,,,,,0,0,,,1,
94,تجاری,,,0,,,0,,GOPR1871.JPG,,,,,,,60,,خیابان منتظری شمالی-نبش کوچه امینی-جنب املاک ملک گستر,,,,,30000000,5000000,,,1,
95,ویلایی,,,0,,,0,,GOPR1936.JPG,,,1,,,,80,,خیابان سعدی-بعداز چهارراه چراغ قرمز-نبش کوچه زمانی,,,,,40000000,2000000,,,1,
96,ویلایی,,,0,,,0,,GOPR1928.JPG,,,2,,,,140,,شهرک سعیدفر-کوی میثم - بعد از مسجد,,,,,55000000,2000000,,,1,
97,زمین,,,0,,مشاع,2509000000,,,,,,,,,367,,بر خیابان بوستان زندگی غربی - بعد از کوی تالار فردوس - پلاک جنوبی,,,,,0,0,,,1,
98,زمین,,,0,,مشاع,998400000,,,,,,,,,156,,بلوار جمهوری - کوچه باغ طالب - کوچه4متری-یکطرف جدید,,,,,0,0,,,1,
99,ویلایی,,,142,,6 دانگ,2361000000,,,,,3,,,,209,,بر خیابان گلبهار غربی - قبل از تقاطع 15 خرداد - نبش کوی نقی - پلاک 2 جنوبی شرقی,,,,,0,0,,,1,
100,ویلایی,,,275,,6 دانگ,3725135000,,GOPR1944.JPG,,,4,,,,145,,خیابان فرخی - کوچه ناهید - پلاک یک دوم شمالی - کوچه 8 متری,,,,,0,0,,,1,
101,تجاری,,,0,,مشاع,1052600000,,,,,,,,,27,,خیابان سعدی - نرسیده به شکیب - نبش شمال غربی -بن بست نرگس پلاک 228 ,,,,,0,0,,,1,
102,تجاری,,,0,,مشاع,1126800000,,,,,,,,,31,,خیابان سعدی - نرسیده به شکیب - نبش شمال غربی -بن بست نرگس پلاک 230 ,,,,,0,0,,,1,
103,باغ,,,0,,مشاع,2100000000,,,,,,,,,740,,آخر جاده قلعه سفید (مسجد)- سمت چپ - آخر جاده سمت چپ - باغ سمت راست,,,,,0,0,,,1,
104,ویلایی,,,218,,6دانگ,2400000000,,GOPR1954.JPG,,,2,,,,118,,خیابان 15 خردادشمالی - کوی ایمان - بن بست اول شمالی - پلاک25 شمالی,,,,,0,0,,,1,
105,زمین,,,0,,مشاع,2000000000,,,,,,,,,184,,پشت ارگ,,,,,0,0,,,1,
106,ویلایی,,,218,,6 دانگ,3628000000,,GOPR1972.JPG,,,4,,,,290,,بلوار اسرافیلیان-کوی امینی -نبش کوی شهیدان صالحی - پلاک جنوبی غربی,,,,,0,0,,,1,
107,آپارتمان,,,120,,,0,,GOPR1984.JPG,,,2,,,,120,,خیابان منتظری شمالی - خرم غربی - جنب افق کوروش,,,,,60000000,4000000,,,1,
108,ویلایی,,,125,,مشاع,3800000000,,GOPR1995.JPG,,,2,,,,150,,خیابان معرفت - کوچه ذبحی- بعدازچهرراه سعدی - آخرین منزل جنوبی,,,,,0,0,,,1,
109,ویلایی,,,125,,مشاع,3800000000,,GOPR2005.JPG,,,2,,,,150,,خیابان معرفت - کوچه ذبحی- بعدازچهرراه سعدی - آخرین منزل جنوبی,,,,,0,0,,,1,
110,ویلایی,,,0,,,0,,,,,2,,,,135,,خیابان فرخی - کوی سعادت - منزل 10 جنوبی ,,,,,250000000,0,,,1,
111,ویلایی,,,0,,مشاع,3106000000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت - منزل 10 جنوبی ,,,,,0,0,,,1,
112,ویلایی,,,0,,6 دانگ,4361000000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت - منزل 10 جنوبی ,,,,,0,0,,,1,
113,ویلایی,,,0,,مشاع,3800000000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت -منزل 10 جنوبی,,,,,0,0,,,1,
114,ویلایی,,,0,,مشاع,1650006000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت -منزل 10 جنوبی,,,,,0,0,,,1,
115,ویلایی,,,0,,مشاع,1108000000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت -منزل 10 جنوبی,,,,,0,0,,,1,
116,ویلایی,,,0,,مشاع,2040185000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت -منزل 10 جنوبی,,,,,0,0,,,1,
117,ویلایی,,,0,,مشاع,2600000000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت -منزل 10 جنوبی,,,,,0,0,,,1,
118,ویلایی,,,0,,مشاع,2657120000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت -منزل 10 جنوبی,,,,,0,0,,,1,
119,ویلایی,,,0,,6 دانگ,4086490000,,,,,2,,,,135,,خیابان فرخی - کوی سعادت -منزل 10 جنوبی,,,,,0,0,,,1,
120,ویلایی,,,0,,مشاع,972000000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
121,ویلایی,,,0,,مشاع,1349000000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
122,ویلایی,,,0,,مشاع,2500000000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
123,ویلایی,,,0,,مشاع,2899160000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
124,ویلایی,,,0,,مشاع,2109859000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
125,ویلایی,,,0,,,4012560000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
126,ویلایی,,,0,,مشاع,5000000000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
127,ویلایی,,,0,,6دانگ,10000000000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
128,ویلایی,,,0,,6دانگ,20915900000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
129,ویلایی,,,0,,,0,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,100000000,3000000,,,1,
130,ویلایی,,,0,,6 دانگ,2776275000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
131,ویلایی,,,0,,6دانگ,2300000000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
132,ویلایی,,,0,,مشاع,13000000000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
133,ویلایی,,,0,,مشاع,3079760000,,,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
134,ویلایی,,,0,,مشاع,1600000000,,GOPR2012.JPG,,,2,,,,135,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,,,,0,0,,,1,
135,باغ,,,0,,مشاع,1500000000,,,,,,,,,1100,,خیابان امام غربی - خ ابوالقاسم پاینده - خ سایت غربی-بن بست 8 متری شمالی - پلاک آخر - درب روبرو شمالی,,,,,0,0,,,1,
136,ویلایی,,,273,,مشاع,3358000000,,GOPR2045.JPG,,,5,,,,162,,خیابان فرخی - بعد از بلوار فجر - بن بست شبنم - پلاک 9,,,,,0,0,,,1,
137,ویلایی,,,160,,6 دانگ,2963049999,,GOPR2028.JPG,,,2,,,,168,,"خیابان نمازی غربی
روبروی پاکدوشان
بر بلوار",,,,,0,0,,,1,
138,زمین,,,0,,مشاع,3340000000,,,,,,,,,177,,خیابان قدس - کوی سرو - بن بست 6 متری  جدید شرقی - پلاک شمالی,,,,,0,0,,,1,
139,زمین,,,0,,,0,,,,,,,,,500,,بلوار الغدیر - کوی تبسم10 - قبل از کوی چاه  حیدر - پلاک غربی,,,,,100000000,2000000,,,1,
140,ویلایی,,,260,,مشاع,618000000,,GOPR2061.JPG,,,5,,,,161,,خیابان شریعتی غربی(بلوار جمهوری) - کوی افلاکیان - بن بست 8 متری غربی - پلاک سوم شمالی جنوبی,,,,,0,0,,,1,
141,ویلایی,,,330,,مشاع,4296000000,,,,,,,,,129,,"بلوار منتظری شمالی - 12 متری - کوچه رویا - منزل جنوبی
2 پلاک مانده به آخر",,,,,0,0,,,1,
142,ویلایی,,,323,,مشاع,2800000000,,,,,4,,,,163,,"خیابان حججی - بعد از دانشگاه - کوچه 10 متری دوم شرقی
وسط کوچه
پلاک شمالی",,,,,0,0,,,1,
143,ویلایی,,,199,,مشاع,608000000,,,,,2,,,,379,,"خیابان امیرکبیر-بن بست زمرد شمالی
پلاک 64 غربی",,,,,0,0,,,1,
144,زمین,,,0,,,0,,,,,,,,,162,,"شهرک سعیدفر - خیابان امام رضا
خیابان ابوالفضل
پلاک جنوبی 10 متری",,,,,500000000,0,,,1,
145,زمین,,,0,,6 دانگ,4490000000,,,,,,,,,149,," بلوار بهارستان-کوی مهر-کوی آبسار
کوی شمالی
نبش بن بست8متری آخر
پلاک شمال شرقی",,,,,0,0,,,1,
146,زمین,,,0,,,0,,,,,,,,,138,,بلوار ولی عصر - حد فاصل گلها و مدافعین حرم,,,,,20000000,5000000,,,1,
147,زمین,,,0,,6دانگ,6400000000,,,,,,,,,1101,,بلوار دانشگاه - جاده ویلاشهر - جاده دوم جنوبی - کوچه اول - خسروی شرقی - 7.30 متری وسط کوچه - پلاک131جنوبی,,,,,0,0,,,1,
148,ویلایی,,,170,,مشاع,1397880000,,GOPR2090.JPG,,,4,,,,95,,"چهارباغ - کوی سپاهان- بن بست 6 متری اختصاصی
پلاک شمالی",,,,,0,0,,,1,
149,ویلایی,,,224,,مشاع,2005290000,,GOPR2108.JPG,,,3,,,,176,,"خیابان رضایی جنوبی
بعد از شهدا
کوچه ایزدیخواه شرقی
8 متری-پلاک64جنوبی",,,,,0,0,,,1,
150,ویلایی,,,213,,6دانگ,2544000000,,GOPR2147.JPG,,,3,,,,143,,"خیابان معرفت - کوی گله داری-کوی شهیدان رحیمی
کوی غربی-پلاک جنوبی",,,,,0,0,,,1,
151,ویلایی,,,345,,مشاع,7785265000,,GOPR2125.JPG,,,3,,,,399,,"خیابان معرفت
کوچه گلستان
بن بست آرامش",,,,,0,0,,,1,
152,ویلایی,,,264,,قولنامه,1628300000,,GOPR2163.JPG,,,2,,,,214,,"خیابان شیخ بهایی جنوبی-کوچه سلطانیان
بن بست لادن
پلاک110
ورودی 2متر",,,,,0,0,,,1,
153,ویلایی,,,0,,6دانگ,3330902000,,۲۰۲۲۱۱۳۰_۱۷۲۷۵۶.jpg,,,1,,,,200,,"بلوار فجر-کوچه ابوذر-روبروی اولین تقاطع
منزل شمالی",,,,,0,0,,,1,
154,ویلایی,,,190,,6 دانگ,3160000000,,GOPR2173.JPG,,,2,,,,183,,خیابان دلگشا-خیابان مولوی جنوبی-بن بست رز-پلاک27,,,,,0,0,,,1,
155,ویلایی,,,95,,6 دانگ,1432000000,,GOPR2244.JPG,,,2,,,,137,," خیابان مجاهد شمالی-کوچه شقایق
آخرین منزل شمالی",,,,,0,0,,,1,
156,باغ,,,237,,6 دانگ,1890000000,,GOPR2226.JPG,,,3,,,,840,,"خیابان خرم غربی-بعد از آسفالت
کوچه دوم سمت راست",,,,,0,0,,,1,
